File ID,Data Split,Original English,English,Hindi
p279_305,train,"In performance, that quality can prove to be a challenge.","in performance, that quality can prove to be a challenge.","इन परफॉर्मेंस, दैट क्वालिटी कैन प्रूव टू बी अ चैलेंज."
p279_327,train,"In addition, certain areas are closed at certain times.","in addition, certain areas are closed at certain times.","इन अडिशन, सर्टन एरियस आर क्लोज्ड ऐट सर्टन टाइम्स."
p279_329,train,They haven't got a hope.,they have not got a hope.,दे हैव नॉट गॉट अ होप.
p279_331,train,I'm so pleased the show has won a prize.,i am so pleased the show has won a prize.,आई ऐम सो प्लीज्ड द शो हैज़ वन अ प्राइज.
p279_339,train,The boat was fantastic.,the boat was fantastic.,द बोट वज़ फैंटास्टिक.
p279_340,train,I was pleased to be back on the podium in Brazil.,i was pleased to be back on the podium in brazil.,आई वॉज प्लीज़्ड तू बी बैक ऑन द पोडियम इन ब्रेज़िल.
p279_361,train,"Well, the big day has arrived.","well, the big day has arrived.","वेल, द बिग डे हैज आराइव्ड."
p279_372,train,Stevenson was arrested on Monday morning.,stevenson was arrested on monday morning.,स्टीवेंसन वॉज़ आरेस्टेड ऑन मंडे मॉर्निंग.
p279_384,test,I can lead by example.,i can lead by example.,आई कैन लीड बाई एग्जाम्पल.
p279_406,train,Senior management in Scotland threw its weight behind the orchestra.,senior management in scotland threw its weight behind the orchestra.,सीनियर मैनेजमेंट इन स्कॉटलैंड थ्रू इट्स वेट बिहाइंड दि ऑर्केस्ट्रा.
p280_035,train,It is about control of our economy.,it is about control of our economy.,इट इस अबाउट कंट्रोल अव और इकॉनमी.
p280_044,train,Is it worth it?,is it worth it,इज इट वर्थ इट
p280_049,train,Has the conflict started?,has the conflict started,हैज़ द कॉन्फ्लिक्ट स्टार्टेड
p280_075,train,I was returning a message he left on my mobile phone yesterday.,i was returning a message he left on my mobile phone yesterday.,आई वस रिटर्निंग अ मेसेज ही लेफ्ट ऑन माई मोबाइल फोन येस्टरडे.
p280_077,test,I'd sign back up tomorrow if he was back on board.,i would sign back up tomorrow if he was back on board.,आई वुड साइन बैक अप टमारो इफ ही वज बैक आन बोर्ड.
p280_110,train,Some young girls also came by last night.,some young girls also came by last night.,सम यंग गर्ल्स अल्सो केम बाय लास्ट नाइट.
p280_115,train,So what happens next?,so what happens next,सो वट हैपन्स नेक्स्ट
p280_127,train,Now the life of this orchestra is very difficult.,now the life of this orchestra is very difficult.,नाउ द लाइफ अव दिस ऑर्केस्ट्रा इज़ वेरी डिफिकल्ट.
p280_132,train,He said a review of the planning process should encourage fresh thinking.,he said a review of the planning process should encourage fresh thinking.,ही सेड अ रिव्यू अव द प्लैनिंग प्रोसेस शुद एनकरेज फ्रेश थिंकिंग.
p280_147,train,You should feel involved in their lives.,you should feel involved in their lives.,यू शुद फील इन्वालव्ड इन देर लाइव्स.
p280_151,train,Does that put pressure on us?,does that put pressure on us,डज धैट पुट प्रेशर ऑन अस
p280_153,train,Do you think we are a top nation?,do you think we are a top nation,दू यू थिंक वी आर अ टॉप नेशन
p280_158,train,They let you see the world through a fresh pair of eyes.,they let you see the world through a fresh pair of eyes.,धे लेट यू सी द वर्ल्ड थ्रू अ फ्रेश पेयर अव आइज़.
